# CROND, RSYSLOGD, SESSION, SSHD, SU
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.949871195508528166e-01,1.298994996911195576e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,1.298994996911195576e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,1.298994996911195576e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,1.298994996911195576e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,1.298994996911195576e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,1.298994996911195576e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,1.298994996911195576e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,1.298994996911195576e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,8.205486290640778835e-01,-5.960639254462192227e-01,1.298994996911195576e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.949871195508528166e-01,1.298994996911195576e+00
1.961342963853386356e+00,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,1.298994996911195576e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,6.961019935163671457e-01,-5.939103136554862994e-01,1.153995781401928378e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.949871195508528166e-01,1.153995781401928378e+00
8.729440191199359100e-01,4.586847453661617280e+00,5.716553579686564079e-01,-5.982175372369521460e-01,1.298994996911195576e+00
3.287445467532107424e-01,-2.233244399553130921e-01,6.961019935163671457e-01,-5.982175372369521460e-01,1.298994996911195576e+00
1.473447226309690383e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,1.443994212420462775e+00
-3.405510149127267266e-02,-2.233244399553130921e-01,8.205486290640778835e-01,-5.982175372369521460e-01,1.588993427929729974e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,1.298994996911195576e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,1.298994996911195576e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,6.961019935163671457e-01,-5.971407313415857399e-01,1.298994996911195576e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.960639254462192227e-01,1.298994996911195576e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,1.298994996911195576e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,1.298994996911195576e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,6.961019935163671457e-01,-5.971407313415857399e-01,1.298994996911195576e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.949871195508528166e-01,1.298994996911195576e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,1.298994996911195576e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,1.298994996911195576e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,6.961019935163671457e-01,-5.960639254462192227e-01,1.298994996911195576e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,1.298994996911195576e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,1.298994996911195576e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,1.298994996911195576e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,1.298994996911195576e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,6.961019935163671457e-01,-5.971407313415857399e-01,1.298994996911195576e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.949871195508528166e-01,1.298994996911195576e+00
1.961342963853386356e+00,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,1.298994996911195576e+00
1.473447226309690383e-01,-2.233244399553130921e-01,4.472087224209456147e-01,-5.992943431323186632e-01,1.298994996911195576e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,1.298994996911195576e+00
8.729440191199359100e-01,4.586847453661617280e+00,5.716553579686564079e-01,-5.982175372369521460e-01,1.298994996911195576e+00
3.287445467532107424e-01,-2.233244399553130921e-01,6.961019935163671457e-01,-5.982175372369521460e-01,1.298994996911195576e+00
1.473447226309690383e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,1.443994212420462775e+00
-3.405510149127267266e-02,-2.233244399553130921e-01,8.205486290640778835e-01,-5.982175372369521460e-01,1.588993427929729974e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,1.298994996911195576e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,1.298994996911195576e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,1.298994996911195576e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,1.298994996911195576e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,1.298994996911195576e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,1.298994996911195576e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,6.961019935163671457e-01,-5.971407313415857399e-01,1.298994996911195576e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,1.298994996911195576e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,1.298994996911195576e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,1.298994996911195576e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,1.298994996911195576e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,1.298994996911195576e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,1.298994996911195576e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,1.298994996911195576e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,1.298994996911195576e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,1.298994996911195576e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,1.298994996911195576e+00
1.961342963853386356e+00,-2.233244399553130921e-01,6.961019935163671457e-01,-5.971407313415857399e-01,1.298994996911195576e+00
1.473447226309690383e-01,-2.233244399553130921e-01,4.472087224209456147e-01,-6.057551785045173220e-01,1.298994996911195576e+00
-2.154549256135143975e-01,-2.233244399553130921e-01,5.716553579686564079e-01,-5.982175372369521460e-01,1.298994996911195576e+00
8.729440191199359100e-01,4.586847453661617280e+00,5.716553579686564079e-01,-5.982175372369521460e-01,1.298994996911195576e+00
3.287445467532107424e-01,-2.233244399553130921e-01,6.961019935163671457e-01,-5.982175372369521460e-01,1.298994996911195576e+00
1.473447226309690383e-01,-2.233244399553130921e-01,2.438354891184317363e+00,-5.648365544805920013e-01,-1.455990097764880975e+00
-3.405510149127267266e-02,-2.233244399553130921e-01,8.205486290640778835e-01,-5.982175372369521460e-01,-7.309940202185450930e-01
